rank,gender,age,follows,region,listen_count
6,Female,20,10,安徽省 - 合肥市,881
9,Female,,474,,13891
4,Male,,20,安徽省 - 安庆市,170
8,Female,,31,,5208
8,Female,19,47,海外 - 其它,3318
7,Female,32,49,四川省 - 成都市,1449
7,Male,27,37,浙江省 - 杭州市,2160
6,Male,23,10,四川省 - 成都市,436
7,Female,,147,北京市 ,1862
8,Male,,25,,6610
6,Female,,20,香港 ,658
6,Male,,32,,996
7,Male,23,30,湖南省 - 长沙市,2298
7,Male,2,7,陕西省 - 西安市,1853
6,Male,,25,江苏省 - 连云港市,741
7,Female,21,141,海外 - 美国,2265
6,Female,0,18,陕西省 - 商洛市,994
5,Female,,31,河南省 - 开封市,219
7,Female,,22,安徽省 - 阜阳市,1630
7,Female,,18,安徽省 - 合肥市,1928
8,Male,28,40,湖北省 - 武汉市,3054
7,Male,,28,,2079
7,Female,19,38,青海省 - 西宁市,2359
7,Female,27,55,山东省 - 临沂市,1101
8,Female,,204,,4236
6,Male,20,19,安徽省 - 合肥市,684
6,Male,26,36,海南省 - 海口市,731
7,Female,,64,陕西省 - 西安市,1412
7,Male,25,29,河南省 - 郑州市,2979
9,Male,25,353,四川省 - 成都市,8523
8,Female,,17,北京市 ,7031
7,Female,,18,,1170
6,Female,20,66,云南省 - 玉溪市,700
9,Female,27,284,湖北省 - 武汉市,10879
6,Male,,21,辽宁省 - 抚顺市,1617
6,Male,20,47,福建省 - 莆田市,1719
8,Female,,24,上海市 ,6191
6,Male,,4,河北省 - 秦皇岛市,847
7,Female,,74,重庆市 ,1762
7,Male,,10,四川省 - 德阳市,1997
5,Male,,24,河北省 - 张家口市,375
9,Male,,206,,11416
8,Male,,50,四川省 - 成都市,3620
7,Male,21,52,江苏省 - 南京市,2271
6,Female,,1,,524
8,Female,,4,四川省 - 自贡市,4636
7,Male,18,22,陕西省 - 西安市,1044
6,Male,21,27,四川省 - 遂宁市,872
5,Female,,8,浙江省 - 杭州市,396
7,Female,,16,,2128
6,Female,,39,四川省 - 自贡市,756
7,Male,,5,广东省 - 汕头市,1196
9,Male,20,140,广东省 - 韶关市,8254
8,Female,19,62,海外 - 冰岛,6511
7,Male,32,88,海南省 - 儋州市,1336
6,Female,22,27,云南省 - 昆明市,621
7,Female,17,273,黑龙江省 - 哈尔滨市,1639
6,Male,,16,北京市 ,682
8,Male,,58,浙江省 - 杭州市,7426
9,Male,,325,云南省 - 昆明市,9207
8,Male,21,109,天津市 ,3010
7,Female,,8,北京市 ,1006
7,Female,23,387,江苏省 - 南京市,1358
7,Male,25,44,湖北省 - 武汉市,1847
5,Male,,13,湖南省 - 长沙市,204
8,Male,,109,山东省 - 济宁市,4773
6,Female,,81,海外 - 日本,757
9,Female,,16,湖南省 - 长沙市,8707
9,Male,23,30,江西省 - 南昌市,13374
7,Male,,14,陕西省 - 咸阳市,1546
0,Female,,0,广东省 - 广州市,0
7,Male,,40,山东省 - 菏泽市,2403
4,Female,,7,河南省 - 驻马店市,199
9,Male,,100,,12022
8,Female,24,65,青海省 - 海北藏族自治州,5312
7,Male,,17,上海市 ,2487
7,Male,,118,,2122
4,Female,,2,广东省 - 广州市,193
7,Female,,58,河北省 - 石家庄市,2586
6,Female,,33,江苏省 - 南京市,567
8,Female,,59,,3770
5,Male,,8,辽宁省 - 盘锦市,548
8,Female,27,81,浙江省 - 宁波市,5061
7,Female,,8,吉林省 - 长春市,1295
8,Male,24,85,天津市 ,7212
7,Female,,22,,1385
7,Male,,14,浙江省 - 台州市,2997
8,Male,28,69,湖北省 - 武汉市,3147
8,Male,22,25,江苏省 - 淮安市,5811
8,Male,,103,,3857
6,Female,,108,,951
8,Male,24,17,北京市 ,4425
9,Female,,248,,11885
7,Male,,41,,2672
8,Female,21,78,北京市 ,3087
6,Male,20,26,安徽省 - 铜陵市,873
7,Male,30,84,北京市 ,2544
3,Male,,6,湖北省 - 武汉市,81
7,Female,26,13,内蒙古 - 赤峰市,1612
5,Male,,15,吉林省 - 长春市,319
6,Female,,52,北京市 ,754
7,Male,27,0,广东省 - 广州市,1060
6,Male,,18,贵州省 - 贵阳市,1003
7,Male,,29,广东省 - 深圳市,1101
8,Male,,69,,5198
6,Female,,49,河北省 - 张家口市,846
8,Male,,37,浙江省 - 杭州市,3211
8,Female,,118,,4504
8,Female,24,146,河南省 - 郑州市,4690
5,Male,38,49,北京市 ,248
7,Female,,52,,2837
7,Male,,27,河北省 - 邯郸市,1008
9,Male,,29,,8075
8,Male,27,22,广东省 - 深圳市,6234
9,Male,21,18,西藏 - 林芝地区,8087
7,Male,,160,,2015
8,Male,,28,,6387
7,Male,24,12,北京市 ,1265
9,Male,28,1238,吉林省 - 长春市,11354
5,Female,,129,,1159
7,Female,24,58,吉林省 - 长春市,2046
7,Male,,66,云南省 - 大理白族自治州,1032
7,Male,26,184,辽宁省 - 朝阳市,2462
7,Female,29,13,云南省 - 大理白族自治州,2334
7,Female,,13,江苏省 - 南京市,1903
7,Male,22,53,广东省 - 深圳市,1160
6,Male,,25,河南省 - 郑州市,991
7,Female,,25,,2612
6,Female,,10,浙江省 - 台州市,997
7,Female,25,127,黑龙江省 - 齐齐哈尔市,1663
8,Male,,62,,7348
7,Female,,53,四川省 - 成都市,1660
8,Male,24,19,陕西省 - 西安市,4151
7,Female,21,65,江苏省 - 南京市,2285
8,Male,25,57,陕西省 - 西安市,5300
6,Male,,36,安徽省 - 安庆市,921
7,Male,,11,北京市 ,1147
7,Male,,19,海外 - 澳大利亚,2204
8,Male,,112,,3405
5,Male,,56,山东省 - 菏泽市,390
9,Male,25,103,北京市 ,8555
8,Male,24,82,山东省 - 德州市,5289
8,Male,22,1312,河南省 - 郑州市,7499
6,Male,28,12,浙江省 - 杭州市,492
8,Male,22,23,上海市 ,3910
6,Female,21,27,江苏省 - 苏州市,887
7,Male,,65,,2084
5,Male,15,12,云南省 - 西双版纳傣族自治州,330
7,Female,,215,,2535
7,Female,,99,,2666
7,Female,,16,江西省 - 宜春市,1561
8,Male,,12,,4215
5,Male,20,11,山东省 - 临沂市,903
8,Male,26,63,四川省 - 成都市,6225
7,Female,,36,江苏省 - 南京市,2500
7,Female,,5,,2571
7,Male,,30,上海市 ,1370
7,Male,31,66,北京市 ,2102
4,Female,,9,河北省 - 石家庄市,193
4,Male,,6,安徽省 - 阜阳市,152
7,Male,32,7,江苏省 - 连云港市,1674
7,Male,,20,浙江省 - 丽水市,1102
8,Female,24,58,甘肃省 - 定西市,5810
8,Male,,136,,3447
7,Male,,11,北京市 ,1118
8,Female,,44,四川省 - 宜宾市,3579
6,Male,22,2,北京市 ,604
8,Male,,101,,4756
8,Male,24,30,重庆市 ,6084
7,Male,23,61,江苏省 - 南京市,1974
7,Female,21,106,安徽省 - 合肥市,1985
8,Female,20,257,甘肃省 - 兰州市,4832
3,Female,,17,山东省 - 日照市,145
8,Female,,30,北京市 ,7181
7,Male,,16,甘肃省 - 兰州市,1409
7,Male,26,253,北京市 ,2306
7,Male,22,74,四川省 - 成都市,2473
8,Male,20,16,辽宁省 - 营口市,4418
7,Female,,67,河南省 - 郑州市,1125
9,Female,,56,陕西省 - 咸阳市,8611
7,Female,24,18,北京市 ,2259
7,Male,,45,,1362
7,Male,19,224,甘肃省 - 白银市,2381
6,Female,,10,内蒙古 - 呼和浩特市,890
9,Male,27,58,江苏省 - 南京市,11912
9,Male,,367,北京市 ,8763
7,Male,,61,河北省 - 保定市,1880
6,Male,24,21,陕西省 - 西安市,918
8,Female,26,31,山东省 - 烟台市,4465
9,Male,32,62,福建省 - 福州市,9705
8,Female,,132,,7151
7,Male,18,74,海外 - 冰岛,2408
8,Female,28,71,新疆 - 乌鲁木齐市,6586
8,Female,,151,,6736
6,Male,24,27,陕西省 - 西安市,531
7,Female,,85,香港 ,2948
8,Male,,48,陕西省 - 西安市,6877
10,Female,,69,,21369
7,Male,,20,湖北省 - 宜昌市,1022
7,Male,,43,北京市 ,2761
5,Male,22,24,台湾省 - 台北市,343
6,Female,,4,河南省 - 周口市,734
6,Male,,71,北京市 ,602
8,Male,28,16,湖南省 - 益阳市,3265
8,Male,17,70,甘肃省 - 庆阳市,4626
7,Male,30,29,北京市 ,1922
7,Male,23,13,天津市 ,2375
7,Female,20,169,陕西省 - 汉中市,1400
7,Female,25,75,江西省 - 九江市,2864
8,Male,24,77,浙江省 - 杭州市,3986
7,Male,21,65,北京市 ,2907
7,Female,,30,,2332
7,Female,,70,北京市 ,2526
8,Male,,100,,5611
8,Male,21,19,山东省 - 济南市,3656
7,Male,20,44,山东省 - 泰安市,1118
7,Male,,9,广东省 - 深圳市,1321
8,Male,,73,,4550
9,Male,,17,,8058
6,Male,22,42,天津市 ,505
8,Female,,38,北京市 ,4421
6,Male,20,11,湖南省 - 益阳市,515
7,Female,,11,浙江省 - 宁波市,1020
6,Female,,14,新疆 - 阿克苏地区,590
8,Male,25,27,浙江省 - 杭州市,3850
7,Female,22,144,广东省 - 深圳市,2641
6,Male,,24,贵州省 - 贵阳市,448
8,Male,20,100,吉林省 - 通化市,3222
8,Male,,16,江苏省 - 连云港市,14084
9,Female,26,140,北京市 ,16386
8,Female,27,129,广东省 - 广州市,4887
7,Male,28,64,山东省 - 青岛市,2387
8,Male,24,127,内蒙古 - 呼和浩特市,4024
8,Female,28,86,北京市 ,5393
8,Female,18,62,江西省 - 九江市,3581
7,Female,24,236,新疆 - 克孜勒苏柯尔克孜自治州,1820
8,Female,25,68,辽宁省 - 沈阳市,5290
8,Female,24,60,湖北省 - 武汉市,5342
7,Male,,38,广西 - 南宁市,1197
7,Female,,16,贵州省 - 贵阳市,1101
8,Female,27,124,重庆市 ,3030
6,Female,19,20,河北省 - 承德市,484
6,Male,,15,内蒙古 - 呼伦贝尔市,434
8,Male,27,10,江苏省 - 徐州市,6735
4,Female,,8,山西省 - 临汾市,150
7,Male,,16,陕西省 - 西安市,2659
7,Male,23,15,河北省 - 石家庄市,2233
7,Male,,14,河南省 - 郑州市,2126
7,Male,18,18,湖北省 - 十堰市,1818
7,Female,,56,宁夏 - 银川市,1528
8,Male,26,19,河南省 - 郑州市,3591
6,Male,,25,云南省 - 德宏傣族景颇族自治州,898
6,Male,,23,北京市 ,904
7,Male,26,114,陕西省 - 西安市,1514
8,Female,,94,安徽省 - 六安市,3088
8,Female,23,88,安徽省 - 蚌埠市,7562
8,Male,98,31,山东省 - 淄博市,3277
8,Female,,41,,4034
7,Male,73,62,江苏省 - 南京市,1089
7,Female,,32,重庆市 ,2201
4,Male,,6,安徽省 - 合肥市,176
7,Male,21,43,江苏省 - 扬州市,1356
7,Female,28,26,广东省 - 深圳市,1723
8,Female,17,171,山东省 - 淄博市,3309
6,Female,,16,陕西省 - 西安市,615
8,Female,,8,,4770
8,Female,,28,,3177
8,Male,33,40,新疆 - 喀什地区,3834
6,Female,,22,四川省 - 成都市,472
7,Female,22,20,北京市 ,2328
8,Female,20,24,湖南省 - 长沙市,6919
9,Female,,78,北京市 ,13199
7,Female,,39,山东省 - 枣庄市,1194
8,Male,22,44,广东省 - 东莞市,7000
7,Female,,1,贵州省 - 六盘水市,1874
7,Female,,68,广东省 - 广州市,2421
6,Female,18,165,海外 - 加拿大,700
7,Female,24,68,浙江省 - 湖州市,1079
8,Male,26,50,内蒙古 - 赤峰市,7148
8,Male,,35,甘肃省 - 天水市,3558
7,Male,,7,湖南省 - 邵阳市,1542
8,Male,,60,黑龙江省 - 绥化市,3410
7,Male,20,70,云南省 - 德宏傣族景颇族自治州,1749
8,Female,,65,海外 - 伯利兹,4405
8,Female,,39,河南省 - 漯河市,3113
7,Female,22,17,浙江省 - 丽水市,1753
6,Female,,8,,776
7,Male,17,95,内蒙古 - 赤峰市,1218
8,Female,23,2515,山东省 - 青岛市,5521
5,Male,23,13,安徽省 - 阜阳市,2801
7,Male,,94,,1421
7,Female,,31,,1045
5,Female,,7,江苏省 - 苏州市,348
8,Female,28,162,山西省 - 太原市,4136
5,Female,,15,,956
7,Female,,10,陕西省 - 西安市,1018
7,Female,,33,云南省 - 玉溪市,1772
5,Male,,6,广东省 - 广州市,361
6,Male,16,56,山东省 - 菏泽市,1961
6,Female,21,8,西藏 - 拉萨市,685
6,Male,,9,四川省 - 乐山市,564
8,Female,20,70,贵州省 - 贵阳市,3611
1,Female,24,1,内蒙古 - 通辽市,36
7,Female,,101,,2578
7,Female,,88,北京市 ,2699
5,Female,18,3,黑龙江省 - 大兴安岭地区,325
8,Male,,106,海南省 - 海口市,6012
8,Male,,48,,4354
8,Male,,112,,4124
8,Female,,39,,3938
7,Male,24,16,辽宁省 - 丹东市,2044
8,Female,21,228,云南省 - 昭通市,6098
9,Female,,4,,9307
5,Female,15,43,山东省 - 东营市,325
3,Female,,6,黑龙江省 - 哈尔滨市,122
7,Male,,8,江苏省 - 淮安市,1010
7,Male,23,43,西藏 - 日喀则地区,2780
6,Male,,12,吉林省 - 吉林市,722
8,Male,21,402,安徽省 - 宣城市,5148
7,Female,17,47,黑龙江省 - 牡丹江市,1130
7,Male,23,18,海外 - 加拿大,2422
9,Male,22,41,青海省 - 西宁市,8876
7,Male,,23,重庆市 ,2399
8,Female,22,22,重庆市 ,7962
3,Male,,6,山东省 - 济南市,75
6,Male,28,22,河南省 - 开封市,652
6,Male,,15,河北省 - 石家庄市,892
7,Female,,9,北京市 ,1562
6,Male,,88,四川省 - 成都市,691
7,Male,25,22,山东省 - 淄博市,2552
8,Male,21,96,山东省 - 济南市,5157
4,Female,,27,江西省 - 南昌市,511
6,Female,25,18,江苏省 - 南京市,916
8,Male,,14,新疆 - 乌鲁木齐市,5596
8,Male,21,22,江苏省 - 南通市,3200
7,Female,20,127,江苏省 - 南京市,2164
4,Male,,4,黑龙江省 - 哈尔滨市,132
7,Male,27,166,北京市 ,2462
7,Male,,58,山东省 - 临沂市,2339
7,Female,,90,云南省 - 丽江市,1440
7,Male,19,24,河北省 - 沧州市,2664
8,Female,22,15,湖南省 - 郴州市,3116
8,Male,28,44,山东省 - 青岛市,6478
7,Male,28,49,安徽省 - 蚌埠市,1610
8,Male,23,23,河南省 - 郑州市,3430
8,Female,,39,,4043
6,Female,,6,北京市 ,1260
7,Male,25,16,湖北省 - 武汉市,1538
7,Male,,42,,1841
7,Male,30,116,内蒙古 - 赤峰市,1419
7,Male,,36,,1258
7,Male,25,68,河北省 - 邯郸市,1224
8,Male,18,178,黑龙江省 - 绥化市,4694
5,Male,,9,广东省 - 佛山市,794
8,Female,,98,,3191
4,Male,,6,北京市 ,195
6,Male,21,70,安徽省 - 安庆市,900
7,Male,31,18,陕西省 - 西安市,1421
7,Female,18,61,陕西省 - 铜川市,2939
7,Male,28,3,北京市 ,1056
7,Female,,12,浙江省 - 台州市,2082
4,Male,20,5,安徽省 - 合肥市,157
8,Female,20,12,山东省 - 青岛市,3127
5,Female,,0,浙江省 - 绍兴市,318
6,Male,20,9,北京市 ,571
6,Female,20,16,黑龙江省 - 齐齐哈尔市,470
8,Female,28,128,香港 ,7554
8,Male,23,40,辽宁省 - 大连市,4618
8,Male,28,29,上海市 ,7450
7,Male,25,44,广东省 - 深圳市,1420
7,Female,20,15,安徽省 - 安庆市,1610
8,Female,22,28,广东省 - 广州市,5545
8,Female,,123,,3665
9,Female,,49,吉林省 - 长春市,9879
7,Female,,14,河北省 - 邢台市,1063
6,Female,24,64,江苏省 - 镇江市,839
8,Male,,70,,6237
8,Male,28,4,浙江省 - 杭州市,4463
7,Male,,4,广东省 - 深圳市,2379
7,Female,26,27,北京市 ,2381
8,Male,26,58,河南省 - 济源市,5412
7,Female,18,52,江苏省 - 常州市,1559
6,Female,,6,山东省 - 济宁市,490
5,Male,,16,四川省 - 内江市,292
7,Male,,11,浙江省 - 金华市,2661
7,Male,28,57,山东省 - 青岛市,2284
7,Female,,139,山东省 - 烟台市,2646
5,Female,23,7,广东省 - 佛山市,357
7,Female,,14,吉林省 - 吉林市,1078
6,Male,21,21,广东省 - 清远市,737
7,Male,,16,安徽省 - 阜阳市,1922
7,Female,,20,河南省 - 洛阳市,2728
8,Male,21,82,湖南省 - 常德市,3131
8,Female,,12,,4330
7,Male,27,51,海外 - 韩国,1051
8,Female,28,54,四川省 - 成都市,5794
7,Female,,25,河南省 - 洛阳市,2075
7,Male,17,30,浙江省 - 杭州市,1351
6,Male,,20,甘肃省 - 酒泉市,531
7,Male,,10,四川省 - 成都市,2006
8,Male,24,42,江苏省 - 苏州市,3989
8,Male,15,424,江苏省 - 南京市,3416
7,Male,19,77,重庆市 ,1630
7,Male,,15,广东省 - 广州市,1239
7,Female,27,34,浙江省 - 宁波市,2778
7,Male,,34,河南省 - 新乡市,1828
7,Male,,59,天津市 ,1988
7,Female,26,22,云南省 - 丽江市,1386
6,Female,21,81,浙江省 - 台州市,752
7,Female,28,90,河北省 - 石家庄市,1103
5,Male,,28,贵州省 - 安顺市,278
6,Female,,6,北京市 ,993
6,Female,24,13,吉林省 - 辽源市,930
7,Female,23,58,江苏省 - 无锡市,1651
3,Female,,9,河北省 - 秦皇岛市,121
4,Male,,8,甘肃省 - 兰州市,359
7,Male,28,24,广东省 - 广州市,2580
4,Male,,16,河南省 - 郑州市,146
7,Male,,38,湖南省 - 株洲市,2714
7,Male,21,19,河南省 - 郑州市,1246
9,Female,24,39,海外 - 冰岛,9436
6,Male,21,32,江苏省 - 盐城市,1134
8,Male,21,105,河南省 - 郑州市,3340
8,Male,30,10,广东省 - 深圳市,6345
6,Male,28,52,辽宁省 - 大连市,843
4,Male,,15,云南省 - 昆明市,194
6,Female,,24,广东省 - 汕尾市,687
8,Male,22,75,陕西省 - 西安市,3241
6,Female,,36,山东省 - 日照市,785
7,Male,,66,,1358
5,Female,,14,山东省 - 济宁市,1237
8,Male,22,24,黑龙江省 - 绥化市,3057
7,Male,,37,广东省 - 广州市,1627
7,Female,18,53,安徽省 - 合肥市,2178
8,Female,21,13,安徽省 - 池州市,4507
7,Female,,9,江苏省 - 徐州市,1689
8,Female,,17,云南省 - 昆明市,5180
5,Female,,11,四川省 - 成都市,246
8,Male,,21,福建省 - 泉州市,4624
7,Male,,6,贵州省 - 贵阳市,1055
7,Female,21,20,陕西省 - 安康市,1189
7,Male,27,88,内蒙古 - 通辽市,2568
9,Male,24,126,上海市 ,8604
5,Male,21,21,福建省 - 福州市,308
8,Male,,8,浙江省 - 宁波市,3944
9,Female,,49,,9626
6,Female,,6,吉林省 - 白山市,416
8,Female,,272,,4859
7,Female,19,173,陕西省 - 西安市,2688
7,Female,,92,陕西省 - 西安市,1078
7,Male,22,42,湖北省 - 黄冈市,1433
7,Male,22,10,四川省 - 成都市,2290
7,Male,25,30,广东省 - 广州市,1875
5,Female,18,10,河南省 - 郑州市,457
6,Male,22,3,河南省 - 新乡市,441
7,Male,28,63,海外 - 老挝,1666
8,Male,24,45,辽宁省 - 沈阳市,4252
7,Male,,16,广东省 - 广州市,2537
6,Female,,13,湖南省 - 长沙市,694
7,Male,,38,,1500
7,Male,21,22,广东省 - 广州市,2730
8,Male,25,361,海外 - 芬兰,5937
7,Male,22,54,陕西省 - 西安市,1147
6,Female,,6,北京市 ,500
7,Female,44,66,安徽省 - 合肥市,1730
6,Male,,22,,806
7,Male,,5,云南省 - 昆明市,2547
8,Male,17,17,广西 - 南宁市,4240
6,Male,23,11,内蒙古 - 通辽市,535
7,Female,23,37,福建省 - 宁德市,2870
9,Female,,230,,10986
6,Female,21,13,河南省 - 郑州市,470
7,Male,25,150,陕西省 - 西安市,2000
8,Female,21,63,江西省 - 九江市,4033
4,Female,,8,甘肃省 - 兰州市,657
8,Male,21,168,北京市 ,6250
7,Female,28,31,北京市 ,1316
7,Female,,25,山东省 - 济南市,1809
7,Female,19,26,天津市 ,1404
8,Male,21,21,浙江省 - 嘉兴市,5646
7,Male,26,13,湖南省 - 常德市,2172
4,Male,,11,北京市 ,192
7,Female,20,10,广东省 - 韶关市,2515
9,Female,25,279,江苏省 - 南京市,10085
6,Female,,10,山东省 - 济南市,593
8,Female,,38,重庆市 ,3566
8,Female,,63,江西省 - 南昌市,3400
7,Male,,18,安徽省 - 六安市,1492
7,Male,,28,辽宁省 - 本溪市,1406
7,Male,23,16,山东省 - 济南市,2230
6,Male,,15,,736
8,Male,20,390,四川省 - 成都市,6789
7,Male,20,71,黑龙江省 - 齐齐哈尔市,2079
7,Female,24,116,山东省 - 日照市,1481
7,Female,19,40,河北省 - 沧州市,1844
7,Female,,36,,1280
7,Female,,84,湖北省 - 黄石市,2570
6,Female,,14,,985
7,Male,22,54,山西省 - 太原市,1616
8,Female,,19,,4990
7,Female,,92,湖北省 - 武汉市,2021
8,Female,24,37,重庆市 ,4052
6,Male,,6,北京市 ,641
7,Male,,80,山东省 - 青岛市,1201
7,Male,,20,广东省 - 河源市,1415
1,Female,,10,青海省 - 西宁市,31
7,Male,,250,新疆 - 乌鲁木齐市,1114
6,Female,,1,,688
8,Male,,6,湖南省 - 长沙市,5380
9,Female,,141,,8575
8,Male,,47,台湾省 - 台北市,4272
7,Female,,74,山东省 - 临沂市,1434
8,Male,,321,北京市 ,3630
7,Male,21,24,北京市 ,1310
8,Male,,114,,3019
7,Female,23,15,宁夏 - 银川市,2122
8,Male,27,7,云南省 - 昆明市,6691
7,Female,,21,青海省 - 西宁市,1908
6,Female,,18,内蒙古 - 赤峰市,666
7,Female,,72,,1867
7,Male,,16,安徽省 - 合肥市,1380
7,Male,,65,,2315
9,Female,24,273,新疆 - 乌鲁木齐市,16299
4,Female,17,36,黑龙江省 - 齐齐哈尔市,172
8,Male,26,2,广东省 - 深圳市,3112
9,Female,22,137,山东省 - 青岛市,9311
6,Male,,8,河南省 - 驻马店市,597
8,Male,,306,辽宁省 - 辽阳市,4208
7,Male,23,12,浙江省 - 杭州市,5753
5,Male,,15,河南省 - 信阳市,383
6,Female,,28,山西省 - 晋中市,672
7,Male,,47,,1870
6,Female,,5,甘肃省 - 天水市,917
7,Male,21,66,河南省 - 平顶山市,1708
7,Male,,182,,2973
7,Female,,51,新疆 - 乌鲁木齐市,2422
8,Male,26,70,河北省 - 石家庄市,4600
6,Female,24,75,云南省 - 红河哈尼族彝族自治州,911
7,Male,0,28,海外 - 法国,2882
7,Female,25,9,广东省 - 茂名市,2461
6,Male,27,2,广东省 - 深圳市,505
6,Female,,12,四川省 - 南充市,593
7,Male,,7,陕西省 - 西安市,1392
7,Male,27,8,上海市 ,1925
6,Female,,32,河北省 - 唐山市,748
6,Female,,11,新疆 - 乌鲁木齐市,561
7,Male,,8,,1283
7,Male,,10,江苏省 - 常州市,1717
7,Male,,7,河北省 - 石家庄市,1377
7,Male,,5,上海市 ,1530
8,Male,,43,吉林省 - 长春市,7931
5,Male,21,6,山东省 - 滨州市,342
7,Male,,3,海外 - 其它,1911
6,Male,23,114,湖北省 - 武汉市,781
7,Male,25,14,辽宁省 - 营口市,1838
6,Male,23,7,湖北省 - 武汉市,865
9,Male,,296,,12540
7,Male,,0,湖北省 - 武汉市,1854
7,Female,,19,山东省 - 济南市,1558
7,Male,,5,浙江省 - 宁波市,1835
7,Male,,0,,2551
9,Male,23,8,海外 - 瑞士,9963
4,Male,,6,,190
7,Male,22,8,山东省 - 东营市,1030
8,Male,,56,云南省 - 昆明市,4971
7,Male,26,59,河南省 - 焦作市,1920
4,Female,,6,广西 - 南宁市,175
8,Male,24,41,吉林省 - 长春市,6967
5,Female,,8,云南省 - 昆明市,200
8,Female,23,61,四川省 - 眉山市,3037
7,Male,,21,广西 - 北海市,1421
6,Female,,24,,1189
7,Male,,57,,1986
8,Male,19,25,山东省 - 青岛市,3845
5,Female,,4,北京市 ,302
6,Female,,6,河南省 - 许昌市,1166
8,Female,,15,广东省 - 惠州市,4338
8,Male,21,105,安徽省 - 宿州市,7822
7,Male,22,10,安徽省 - 滁州市,1789
7,Female,24,13,河北省 - 保定市,1370
7,Female,,11,湖北省 - 武汉市,1506
8,Male,25,24,江苏省 - 南京市,4483
7,Male,,62,河南省 - 郑州市,1397
7,Male,26,97,广西 - 梧州市,2337
7,Male,,45,甘肃省 - 兰州市,1922
7,Female,,27,陕西省 - 西安市,1896
7,Male,,32,四川省 - 成都市,2073
7,Male,,21,甘肃省 - 天水市,2016
6,Male,,2,,694
5,Male,,4,广东省 - 深圳市,537
8,Female,22,71,海外 - 马尔代夫,3950
5,Male,,8,,284
